task_id,task_description,creation_date,due_date,priority,task_category,assigned_to,estimated_effort_hours,user_preferred_categories,user_current_workload
2497,Analyze QQ3 campaign data.,2025-02-19,2025-03-07,High,Marketing,Liam,3,Development,0
2498,Analyze QQ3 campaign data.,2025-06-16,,Low,Marketing,Xavier,3,Development,3
2499,Assist with analytics.,2025-04-10,2025-04-22,Critical,Support,Lily,4,"Research, Support",2
2500,Audit travel fund expenses.,2025-06-16,2025-07-12,Low,Finance,Mark,9,"Research, Development",0
2501,Build prototype for blockchain.,2025-03-25,2025-04-06,High,Research,Sam,3,Research,1
2502,Update guide on troubleshoot.,2025-04-23,2025-05-16,Critical,Support,Emily,7,"HR, Finance",1
2503,Update guide on reset password.,2025-05-29,2025-06-18,High,Support,Chloe,5,"Research, Support",7
2504,Update travel log for Sarah D..,2025-01-26,2025-02-21,Medium,Admin,Zoe,1,Admin,1
2505,Follow up with Customer B.,2025-06-03,2025-06-14,Critical,Support,Karen,3,Support,7
2506,Prepare pitch for ServiceX.,2025-07-04,,Medium,Marketing,Grace,4,Marketing,0
2507,Deploy v1.7 to production.,2025-04-08,2025-05-02,Critical,Development,Peter,4,Development,8
2508,Assist with subscription.,2025-06-02,2025-06-13,Critical,Support,Frank,7,"HR, Support",6
2509,Deploy v1.7 to production.,2025-02-26,2025-03-24,Medium,Development,Mark,12,"Research, Development",0
2510,Explore trends in finance.,2025-05-29,2025-06-07,Low,Research,Alex,4,Research,8
2511,Review QQ4 budget report.,2025-03-16,2025-03-23,Medium,Finance,Felix,5,Finance,6
2512,Assist with subscription.,2025-04-02,,High,Support,Frank,7,"HR, Support",6
2513,Process payroll for Feb.,2025-03-29,2025-04-02,Low,Finance,Quinn,9,Research,2
2514,Refactor payment handler.,2025-03-25,,Low,Development,Daniel,7,Research,4
2515,Update travel log for Sarah D..,2025-04-27,2025-05-19,Low,Admin,Zoe,1,Admin,1
2516,Implement login in API.,2025-06-21,2025-07-12,Medium,Development,Chloe,11,"Research, Support",7
2517,Manage supplies for HQ.,2025-07-15,2025-08-06,Low,Admin,Ivy,6,Admin,4
2518,Write review on DL models.,2025-06-07,2025-06-08,Medium,Research,Olivia,8,Research,3
2519,Update travel log for Sarah D..,2025-01-30,2025-02-02,Critical,Admin,Yara,6,"Admin, Development",6
2520,Explore trends in finance.,2025-04-05,,Low,Research,Sam,10,Research,1
2521,Refactor auth module.,2025-02-02,2025-02-14,High,Development,Bob,1,Support,0
2522,Optimize search performance.,2025-07-01,2025-07-27,Low,Development,Natalie,11,Finance,7
2523,Reconcile travel fund records.,2025-04-09,2025-04-24,Medium,Finance,Ben,12,Finance,8
2524,Review QQ4 budget report.,2025-04-09,2025-05-02,Medium,Finance,Felix,3,Finance,6
2525,Implement login in backend.,2025-04-13,2025-04-16,Critical,Development,Charlie,6,"Marketing, Admin",4
2526,Schedule meeting with CTO.,2025-05-23,,Low,Admin,Mark,5,"Research, Development",0
2527,Review QQ4 budget report.,2025-04-23,2025-04-27,High,Finance,Natalie,3,Finance,7
2528,Prepare pitch for AI Tool.,2025-06-09,2025-06-19,Critical,Marketing,Liam,6,Development,0
2529,Update travel log for Sarah D..,2025-02-16,2025-03-04,Medium,Admin,Hannah,4,Research,1
2530,Research NLP methods.,2025-03-27,2025-03-30,High,Research,Daniel,9,Research,4
2531,Build prototype for blockchain.,2025-06-08,,High,Research,Wendy,5,Research,1
2532,Update travel log for Sarah D..,2025-05-11,,Medium,Admin,Jack,10,Admin,8
2533,Onboard new hire John Doe.,2025-03-09,2025-03-17,Critical,HR,Tina,3,Development,0
2534,Explore trends in finance.,2025-05-24,2025-06-02,Critical,Research,Wendy,12,Research,1
2535,Analyze QQ3 campaign data.,2025-04-21,2025-05-09,High,Marketing,Grace,3,Marketing,0
2536,Research Vision methods.,2025-01-28,2025-02-19,High,Research,Mark,6,"Research, Development",0
2537,Review QQ3 budget report.,2025-03-28,2025-04-13,Low,Finance,Natalie,3,Finance,7
2538,Audit petty cash expenses.,2025-02-04,2025-02-28,Medium,Finance,Emily,6,"HR, Finance",1
2539,Build prototype for edge AI.,2025-06-04,2025-07-03,Critical,Research,Sam,1,Research,1
2540,Review QQ3 budget report.,2025-07-03,2025-07-27,Critical,Finance,Henry,12,"Admin, Support",8
2541,Deploy v1.7 to production.,2025-01-30,2025-03-01,High,Development,Noah,4,"Research, Development",4
2542,Audit petty cash expenses.,2025-04-27,,Critical,Finance,Emily,4,"HR, Finance",1
2543,Reconcile travel fund records.,2025-01-26,2025-02-13,Low,Finance,Daniel,10,Research,4
2544,Research Vision methods.,2025-02-24,,Low,Research,Jack,6,Admin,8
2545,Schedule meeting with CTO.,2025-01-27,2025-02-11,Critical,Admin,Henry,8,"Admin, Support",8
2546,Plan HR activity for Q4.,2025-06-28,2025-06-29,Medium,HR,Eve,6,"Finance, HR",5
2547,Process payroll for Feb.,2025-05-31,2025-06-07,Critical,Finance,Uma,12,"Finance, Admin",1
2548,Review QQ1 budget report.,2025-05-14,,Medium,Finance,Victor,12,"HR, Finance",1
2549,Design assets for Product Launch.,2025-03-01,2025-03-09,Critical,Marketing,Jack,7,Admin,8
2550,Resolve ticket #TKT-1388 on billing.,2025-02-20,2025-03-20,Critical,Support,Ivy,7,Admin,4
2551,Analyze QQ1 campaign data.,2025-02-06,2025-03-08,Low,Marketing,Henry,12,"Admin, Support",8
2552,Draft newsletter on company news.,2025-06-29,2025-07-13,Critical,Marketing,Grace,9,Marketing,0
2553,Write review on DL models.,2025-07-12,,Medium,Research,Daniel,10,Research,4
2554,Analyze QQ1 campaign data.,2025-02-22,2025-03-21,Low,Marketing,Olivia,4,Research,3
2555,Refactor payment handler.,2025-05-09,2025-05-11,Low,Development,Peter,5,Development,8
2556,Prepare pitch for ServiceX.,2025-04-08,,High,Marketing,Grace,5,Marketing,0
2557,Update records for promotion.,2025-04-18,2025-05-16,Medium,HR,Kevin,5,Development,7
2558,Review QQ3 budget report.,2025-03-13,2025-03-19,Critical,Finance,Ben,6,Finance,8
2559,Prepare pitch for ServiceX.,2025-05-16,2025-06-02,High,Marketing,Charlie,2,"Marketing, Admin",4
2560,Draft newsletter on new features.,2025-04-02,2025-04-05,Medium,Marketing,Yara,11,"Admin, Development",6
2561,Reconcile travel fund records.,2025-05-03,,Low,Finance,Sam,12,Research,1
2562,Schedule meeting with CEO.,2025-06-25,,High,Admin,Ivy,1,Admin,4
2563,Deploy v1.7 to production.,2025-06-06,2025-06-11,Medium,Development,Alex,2,Research,8
2564,Optimize search performance.,2025-07-04,2025-07-10,Medium,Development,Xavier,3,Development,3
2565,Update travel log for Chris W..,2025-02-24,,High,Admin,Xavier,11,Development,3
2566,Refactor payment handler.,2025-04-17,2025-05-01,High,Development,Chloe,5,"Research, Support",7
2567,Assist with subscription.,2025-02-03,2025-02-15,Critical,Support,Henry,12,"Admin, Support",8
2568,Research Vision methods.,2025-04-14,2025-05-04,Low,Research,Hannah,6,Research,1
2569,Update guide on troubleshoot.,2025-01-26,2025-02-14,Critical,Support,Bob,1,Support,0
2570,Manage supplies for HQ.,2025-06-18,,Critical,Admin,Tina,3,Development,0
2571,Update records for promotion.,2025-04-25,2025-05-08,Medium,HR,Emily,4,"HR, Finance",1
2572,Draft newsletter on new features.,2025-05-05,2025-05-13,High,Marketing,Grace,11,Marketing,0
2573,Update guide on troubleshoot.,2025-04-22,2025-04-29,Low,Support,Karen,4,Support,7
2574,Update guide on troubleshoot.,2025-03-16,2025-03-24,Critical,Support,Kevin,2,Development,7
2575,Update records for promotion.,2025-04-23,2025-05-01,Critical,HR,Henry,8,"Admin, Support",8
2576,Draft newsletter on company news.,2025-07-02,2025-07-22,High,Marketing,Victor,7,"HR, Finance",1
2577,Resolve ticket #TKT-5106 on login.,2025-05-30,2025-06-29,Medium,Support,Henry,4,"Admin, Support",8
2578,Update travel log for Chris W..,2025-05-01,2025-05-13,Critical,Admin,Grace,2,Marketing,0
2579,Plan HR activity for Q3.,2025-05-06,2025-05-12,High,HR,Victor,3,"HR, Finance",1
2580,Implement dashboard in backend.,2025-01-30,2025-02-16,High,Development,Peter,9,Development,8
2581,Onboard new hire John Doe.,2025-03-09,,Medium,HR,Emily,1,"HR, Finance",1
2582,Research Vision methods.,2025-05-13,2025-06-11,Medium,Research,Daniel,12,Research,4
2583,Explore trends in tech.,2025-03-02,2025-03-29,Medium,Research,Lily,6,"Research, Support",2
2584,Manage supplies for Branch A.,2025-06-08,2025-07-06,Low,Admin,Jack,12,Admin,8
2585,Explore trends in finance.,2025-02-22,2025-03-15,Critical,Research,Mia,1,Research,0
2586,Explore trends in tech.,2025-06-20,2025-06-25,High,Research,Wendy,8,Research,1
2587,Process payroll for Jan.,2025-04-27,2025-05-25,Medium,Finance,Natalie,10,Finance,7
2588,Update guide on troubleshoot.,2025-05-01,2025-05-18,Medium,Support,Henry,10,"Admin, Support",8
2589,Update travel log for Sarah D..,2025-02-10,,High,Admin,Quinn,2,Research,2
2590,Build prototype for edge AI.,2025-05-03,2025-05-09,Critical,Research,Quinn,9,Research,2
2591,Refactor auth module.,2025-03-16,2025-04-13,Medium,Development,Kevin,11,Development,7
2592,Explore trends in finance.,2025-06-08,,High,Research,Daniel,2,Research,4
2593,Organize finance files.,2025-06-11,,Medium,Admin,Alice,2,Admin,3
2594,Research NLP methods.,2025-03-15,2025-03-20,Medium,Research,Olivia,11,Research,3
2595,Build prototype for edge AI.,2025-03-15,2025-04-13,Medium,Research,David,1,Development,6
2596,Schedule interview for Dev.,2025-03-26,2025-03-31,Low,HR,Jessica,2,HR,7
2597,Implement dashboard in backend.,2025-07-18,2025-07-23,Critical,Development,Kevin,6,Development,7
2598,Plan HR activity for Q3.,2025-02-21,2025-02-24,Critical,HR,Wendy,3,Research,1
2599,Explore trends in tech.,2025-05-10,2025-05-25,High,Research,Wendy,4,Research,1
2600,Optimize search performance.,2025-04-25,2025-04-30,Critical,Development,Rachel,11,"Research, Development",2
2601,Research Vision methods.,2025-05-28,2025-06-10,Low,Research,Quinn,9,Research,2
2602,Organize legal files.,2025-02-13,2025-03-03,High,Admin,Alice,7,Admin,3
2603,Research Vision methods.,2025-03-16,,Medium,Research,Ivy,4,Admin,4
2604,Research Vision methods.,2025-04-29,2025-05-05,Medium,Research,Peter,3,Development,8
2605,Research NLP methods.,2025-03-01,,High,Research,Hannah,5,Research,1
2606,Explore trends in finance.,2025-06-14,,Critical,Research,Quinn,4,Research,2
2607,Update guide on troubleshoot.,2025-02-27,,Critical,Support,Emily,5,"HR, Finance",1
2608,Fix bug #550 in auth.,2025-05-30,,Critical,Development,Rachel,10,"Research, Development",2
2609,Write review on DL models.,2025-04-18,2025-04-25,High,Research,Chloe,11,"Research, Support",7
2610,Resolve ticket #TKT-5699 on login.,2025-07-05,2025-07-14,Low,Support,Alex,8,Research,8
2611,Audit petty cash expenses.,2025-02-06,2025-02-11,Medium,Finance,Daniel,10,Research,4
2612,Follow up with Customer B.,2025-06-28,2025-07-12,High,Support,Karen,11,Support,7
2613,Reconcile travel fund records.,2025-07-21,2025-08-12,High,Finance,Henry,1,"Admin, Support",8
2614,Fix bug #500 in auth.,2025-04-09,,Medium,Development,Xavier,5,Development,3
2615,Manage supplies for Branch A.,2025-04-15,2025-05-11,Medium,Admin,Mia,1,Research,0
2616,Refactor payment handler.,2025-02-09,2025-02-16,Critical,Development,Peter,10,Development,8
2617,Refactor payment handler.,2025-02-11,2025-02-25,Critical,Development,Kevin,1,Development,7
2618,Write review on DL models.,2025-07-12,2025-08-06,High,Research,Quinn,8,Research,2
2619,Resolve ticket #TKT-5035 on login.,2025-03-02,2025-03-16,High,Support,Bob,7,Support,0
2620,Deploy v1.7 to production.,2025-07-21,2025-07-22,Medium,Development,David,11,Development,6
2621,Assist with subscription.,2025-03-04,2025-03-14,High,Support,Chloe,5,"Research, Support",7
2622,Fix bug #319 in UI.,2025-05-15,2025-06-11,Critical,Development,Liam,6,Development,0
2623,Optimize search performance.,2025-05-25,,Low,Development,Peter,7,Development,8
2624,Update records for address update.,2025-03-02,2025-03-28,Medium,HR,Jessica,9,HR,7
2625,Build prototype for edge AI.,2025-04-29,2025-05-09,Medium,Research,Lily,9,"Research, Support",2
2626,Update travel log for Sarah D..,2025-02-11,,Critical,Admin,Alice,11,Admin,3
2627,Onboard new hire John Doe.,2025-06-09,2025-07-02,Low,HR,Yara,5,"Admin, Development",6
2628,Review QQ2 budget report.,2025-04-26,2025-05-09,High,Finance,Oscar,5,Finance,2
2629,Explore trends in finance.,2025-04-17,2025-05-11,Critical,Research,Quinn,2,Research,2
2630,Implement login in API.,2025-06-17,2025-06-24,Critical,Development,Yara,3,"Admin, Development",6
2631,Process payroll for Feb.,2025-01-26,,Low,Finance,Eve,5,"Finance, HR",5
2632,Build prototype for edge AI.,2025-04-22,2025-04-29,High,Research,Alice,5,Admin,3
2633,Reconcile travel fund records.,2025-04-26,2025-05-11,Low,Finance,Ben,9,Finance,8
2634,Assist with subscription.,2025-02-08,2025-03-01,Low,Support,Karen,10,Support,7
2635,Deploy v1.7 to production.,2025-04-10,2025-05-03,Critical,Development,Sam,4,Research,1
2636,Deploy v1.7 to production.,2025-07-03,2025-07-10,Low,Development,Mark,9,"Research, Development",0
2637,Implement dashboard in API.,2025-04-15,2025-05-03,Critical,Development,Liam,5,Development,0
2638,Research Vision methods.,2025-05-16,2025-06-02,Low,Research,Daniel,11,Research,4
2639,Resolve ticket #TKT-5366 on login.,2025-06-21,2025-06-27,High,Support,Lily,5,"Research, Support",2
2640,Update records for promotion.,2025-05-28,2025-06-01,Low,HR,Frank,3,"HR, Support",6
2641,Schedule interview for Dev.,2025-03-08,,High,HR,Jessica,7,HR,7
2642,Review QQ4 budget report.,2025-04-28,2025-05-16,Critical,Finance,Oscar,11,Finance,2
2643,Reconcile travel fund records.,2025-05-18,2025-05-23,Critical,Finance,Natalie,11,Finance,7
2644,Update guide on reset password.,2025-03-29,2025-04-03,Critical,Support,Henry,2,"Admin, Support",8
2645,Review QQ3 budget report.,2025-06-26,2025-06-29,Critical,Finance,Felix,12,Finance,6
2646,Implement login in backend.,2025-02-13,2025-03-10,Medium,Development,Victor,3,"HR, Finance",1
2647,Build prototype for edge AI.,2025-07-13,,High,Research,Rachel,1,"Research, Development",2
2648,Fix bug #955 in UI.,2025-06-06,2025-06-15,Low,Development,Zoe,10,Admin,1
2649,Schedule interview for Marketer.,2025-04-10,,Medium,HR,Felix,12,Finance,6
2650,Resolve ticket #TKT-5366 on billing.,2025-04-16,2025-04-20,Low,Support,Karen,5,Support,7
2651,Review QQ3 budget report.,2025-05-29,2025-06-01,Medium,Finance,Emily,10,"HR, Finance",1
2652,Explore trends in tech.,2025-01-27,2025-02-16,Medium,Research,Sam,4,Research,1
2653,Research NLP methods.,2025-03-05,,Medium,Research,Olivia,6,Research,3
2654,Audit travel fund expenses.,2025-03-23,2025-04-06,High,Finance,Hannah,12,Research,1
2655,Assist with analytics.,2025-03-24,2025-04-18,High,Support,Karen,5,Support,7
2656,Research Vision methods.,2025-06-15,2025-07-05,Medium,Research,Sam,1,Research,1
2657,Design assets for Product Launch.,2025-05-14,2025-05-29,Medium,Marketing,Peter,2,Development,8
2658,Update travel log for Chris W..,2025-06-26,2025-07-08,High,Admin,Ivy,2,Admin,4
2659,Review QQ3 budget report.,2025-05-17,2025-06-05,Critical,Finance,Felix,1,Finance,6
2660,Organize finance files.,2025-03-27,,Critical,Admin,Charlie,4,"Marketing, Admin",4
2661,Update travel log for Chris W..,2025-06-11,2025-06-27,Medium,Admin,Grace,4,Marketing,0
2662,Write review on DL models.,2025-07-19,2025-07-30,High,Research,Mark,10,"Research, Development",0
2663,Explore trends in finance.,2025-05-17,2025-06-04,High,Research,Sam,10,Research,1
2664,Assist with analytics.,2025-02-25,,Critical,Support,Karen,7,Support,7
2665,Implement login in API.,2025-07-14,,Low,Development,Kevin,12,Development,7
2666,Design assets for Product Launch.,2025-02-18,2025-03-01,Critical,Marketing,Lily,8,"Research, Support",2
2667,Organize legal files.,2025-04-25,2025-05-24,Critical,Admin,Ivy,7,Admin,4
2668,Explore trends in tech.,2025-05-17,,Critical,Research,Daniel,5,Research,4
2669,Optimize search performance.,2025-06-04,2025-06-19,Medium,Development,Noah,6,"Research, Development",4
2670,Reconcile travel fund records.,2025-04-29,2025-05-04,Critical,Finance,Felix,3,Finance,6
2671,Write review on DL models.,2025-05-19,,Critical,Research,Sam,2,Research,1
2672,Write review on DL models.,2025-05-24,2025-06-23,Critical,Research,Rachel,5,"Research, Development",2
2673,Build prototype for blockchain.,2025-05-15,,Low,Research,Rachel,11,"Research, Development",2
2674,Implement dashboard in backend.,2025-03-18,2025-03-23,Medium,Development,Peter,10,Development,8
2675,Schedule meeting with CTO.,2025-06-22,2025-06-24,Critical,Admin,Sam,1,Research,1
2676,Draft newsletter on company news.,2025-07-03,2025-07-16,Low,Marketing,Isaac,3,"Marketing, HR",2
2677,Review QQ2 budget report.,2025-04-23,2025-05-09,High,Finance,Felix,3,Finance,6
2678,Fix bug #486 in auth.,2025-07-06,2025-07-20,High,Development,Liam,1,Development,0
2679,Audit travel fund expenses.,2025-04-06,2025-04-18,Medium,Finance,Quinn,8,Research,2
2680,Resolve ticket #TKT-9258 on login.,2025-06-04,2025-06-28,Critical,Support,Ivy,10,Admin,4
2681,Manage supplies for Branch A.,2025-05-22,2025-06-21,Low,Admin,Henry,1,"Admin, Support",8
2682,Plan HR activity for Q1.,2025-03-15,,High,HR,Natalie,7,Finance,7
2683,Plan HR activity for Q4.,2025-03-19,2025-03-26,High,HR,Isaac,11,"Marketing, HR",2
2684,Optimize encryption performance.,2025-06-28,2025-07-20,Medium,Development,Tina,7,Development,0
2685,Analyze QQ1 campaign data.,2025-03-22,2025-04-12,Critical,Marketing,Charlie,7,"Marketing, Admin",4
2686,Implement dashboard in API.,2025-07-13,2025-07-23,Medium,Development,Xavier,6,Development,3
2687,Explore trends in tech.,2025-05-10,2025-06-04,Critical,Research,Noah,6,"Research, Development",4
2688,Write review on DL models.,2025-04-06,2025-04-30,Low,Research,Lily,2,"Research, Support",2
2689,Review QQ4 budget report.,2025-06-28,2025-07-19,Medium,Finance,Tina,11,Development,0
2690,Explore trends in finance.,2025-01-26,,Medium,Research,Lily,12,"Research, Support",2
2691,Manage supplies for HQ.,2025-03-09,2025-03-27,Low,Admin,Alice,7,Admin,3
2692,Optimize encryption performance.,2025-02-11,2025-03-01,High,Development,Mark,9,"Research, Development",0
2693,Update guide on reset password.,2025-04-18,2025-05-18,Low,Support,Lily,9,"Research, Support",2
2694,Organize legal files.,2025-06-25,2025-06-29,Low,Admin,Felix,5,Finance,6
2695,Update guide on reset password.,2025-03-02,2025-03-30,Critical,Support,Frank,9,"HR, Support",6
2696,Write review on ML trends.,2025-03-03,2025-03-10,High,Research,Hannah,3,Research,1
2697,Follow up with Customer B.,2025-02-03,2025-02-24,Critical,Support,Frank,11,"HR, Support",6
2698,Schedule interview for Marketer.,2025-04-19,,Low,HR,Henry,1,"Admin, Support",8
2699,Implement login in backend.,2025-07-04,2025-07-29,Medium,Development,Liam,8,Development,0
2700,Review QQ3 budget report.,2025-07-07,,High,Finance,Natalie,10,Finance,7
2701,Prepare as required.,2025-03-14,,High,Research,Natalie,4,Finance,7
2702,Review the document.,2025-02-07,2025-03-01,Low,Research,Frank,12,"HR, Support",6
2703,Work on the given task.,2025-05-02,2025-05-23,High,HR,Felix,6,Finance,6
2704,Process it.,2025-03-23,2025-04-11,Low,Development,Daniel,12,Research,4
2705,Handle the issue.,2025-03-06,2025-03-27,Medium,Development,Ivy,3,Admin,4
2706,Take necessary action.,2025-07-06,2025-07-08,Low,Development,Oscar,11,Finance,2
2707,Handle the issue.,2025-04-18,2025-04-30,High,Research,Lily,9,"Research, Support",2
